task,repo,commit_hash,docker_image,data_source,ability,has_problem,has_tests
numpy:a9465db4c70f9cd9c3fb9010229aadc7ec5fdc9c,numpy,a9465db4c70f9cd9c3fb9010229aadc7ec5fdc9c,namanjain12/numpy_final:a9465db4c70f9cd9c3fb9010229aadc7ec5fdc9c,swe,swe,True,True
numpy:a95aae3acac02e9c8b17e9cb3e460c26e2eba0ae,numpy,a95aae3acac02e9c8b17e9cb3e460c26e2eba0ae,namanjain12/numpy_final:a95aae3acac02e9c8b17e9cb3e460c26e2eba0ae,swe,swe,True,True
numpy:aa422b7c391a28dc1d09ba9dbd8e2945b54a9537,numpy,aa422b7c391a28dc1d09ba9dbd8e2945b54a9537,namanjain12/numpy_final:aa422b7c391a28dc1d09ba9dbd8e2945b54a9537,swe,swe,True,True
numpy:aa50162b58e0226bf4f5c21ee1d74a94e85cd6d7,numpy,aa50162b58e0226bf4f5c21ee1d74a94e85cd6d7,namanjain12/numpy_final:aa50162b58e0226bf4f5c21ee1d74a94e85cd6d7,swe,swe,True,True
numpy:aa6335c494e4807d65404d91e0e9d25a7d2fe338,numpy,aa6335c494e4807d65404d91e0e9d25a7d2fe338,namanjain12/numpy_final:aa6335c494e4807d65404d91e0e9d25a7d2fe338,swe,swe,True,True
numpy:ab22e0076608f4825bf9a3ca1b6a0a6a7a670d14,numpy,ab22e0076608f4825bf9a3ca1b6a0a6a7a670d14,namanjain12/numpy_final:ab22e0076608f4825bf9a3ca1b6a0a6a7a670d14,swe,swe,True,True
numpy:abf3fe8e3814c41c9a79eac87f5b137a617d1184,numpy,abf3fe8e3814c41c9a79eac87f5b137a617d1184,namanjain12/numpy_final:abf3fe8e3814c41c9a79eac87f5b137a617d1184,swe,swe,True,True
numpy:abfddda6487d7f9e8707afa93f82e9db4a73a852,numpy,abfddda6487d7f9e8707afa93f82e9db4a73a852,namanjain12/numpy_final:abfddda6487d7f9e8707afa93f82e9db4a73a852,swe,swe,True,True
numpy:ad238c1c3d5c136a61e795fc056373e0a1cbd8e1,numpy,ad238c1c3d5c136a61e795fc056373e0a1cbd8e1,namanjain12/numpy_final:ad238c1c3d5c136a61e795fc056373e0a1cbd8e1,swe,swe,True,True
numpy:ad2d26442a4cf39ca378040f56ee928e673ad42a,numpy,ad2d26442a4cf39ca378040f56ee928e673ad42a,namanjain12/numpy_final:ad2d26442a4cf39ca378040f56ee928e673ad42a,swe,swe,True,True
numpy:ad30b31af0bb3fbfdc0f11486807edc76cec2680,numpy,ad30b31af0bb3fbfdc0f11486807edc76cec2680,namanjain12/numpy_final:ad30b31af0bb3fbfdc0f11486807edc76cec2680,swe,swe,True,True
numpy:ad48eaa76403798c298c2761e53e1e43008ab1b1,numpy,ad48eaa76403798c298c2761e53e1e43008ab1b1,namanjain12/numpy_final:ad48eaa76403798c298c2761e53e1e43008ab1b1,swe,swe,True,True
numpy:ad8afe82e7b7643607a348c0e02b45c9131c6a06,numpy,ad8afe82e7b7643607a348c0e02b45c9131c6a06,namanjain12/numpy_final:ad8afe82e7b7643607a348c0e02b45c9131c6a06,swe,swe,True,True
numpy:ade47293e641e64299de45172898ba03e907cb8d,numpy,ade47293e641e64299de45172898ba03e907cb8d,namanjain12/numpy_final:ade47293e641e64299de45172898ba03e907cb8d,swe,swe,True,True
numpy:adf50b93d76fa55d03ccbc4910602cda23b32c7d,numpy,adf50b93d76fa55d03ccbc4910602cda23b32c7d,namanjain12/numpy_final:adf50b93d76fa55d03ccbc4910602cda23b32c7d,swe,swe,True,True
numpy:ae56c58db4207bd11100a9d24c9edf7694e34d67,numpy,ae56c58db4207bd11100a9d24c9edf7694e34d67,namanjain12/numpy_final:ae56c58db4207bd11100a9d24c9edf7694e34d67,swe,swe,True,True
numpy:aea9eb20898770a0b1b494a2bc646bd46afa5bab,numpy,aea9eb20898770a0b1b494a2bc646bd46afa5bab,namanjain12/numpy_final:aea9eb20898770a0b1b494a2bc646bd46afa5bab,swe,swe,True,True
numpy:aeb23741b1186e6ae525c4dd7f46ce9e1378e670,numpy,aeb23741b1186e6ae525c4dd7f46ce9e1378e670,namanjain12/numpy_final:aeb23741b1186e6ae525c4dd7f46ce9e1378e670,swe,swe,True,True
numpy:aef982e4482773e802cc0ef076bf5e76ff650cf9,numpy,aef982e4482773e802cc0ef076bf5e76ff650cf9,namanjain12/numpy_final:aef982e4482773e802cc0ef076bf5e76ff650cf9,swe,swe,True,True
numpy:af671c4aada0888e9e38ce0836ed119686e8c5ee,numpy,af671c4aada0888e9e38ce0836ed119686e8c5ee,namanjain12/numpy_final:af671c4aada0888e9e38ce0836ed119686e8c5ee,swe,swe,True,True
numpy:af6cb03920f3ae62cb8a8c871edeccbcd8609955,numpy,af6cb03920f3ae62cb8a8c871edeccbcd8609955,namanjain12/numpy_final:af6cb03920f3ae62cb8a8c871edeccbcd8609955,swe,swe,True,True
numpy:af8dda19fad8cf736bd042ed7aae65d1e8c8553e,numpy,af8dda19fad8cf736bd042ed7aae65d1e8c8553e,namanjain12/numpy_final:af8dda19fad8cf736bd042ed7aae65d1e8c8553e,swe,swe,True,True
numpy:af95739054cb3707447834861820c4231b1bc5e1,numpy,af95739054cb3707447834861820c4231b1bc5e1,namanjain12/numpy_final:af95739054cb3707447834861820c4231b1bc5e1,swe,swe,True,True
numpy:afad5902f2e5086c9c30bdad8a21561e3188d816,numpy,afad5902f2e5086c9c30bdad8a21561e3188d816,namanjain12/numpy_final:afad5902f2e5086c9c30bdad8a21561e3188d816,swe,swe,True,True
numpy:b03c575834a68f3a8dad5e2974ccee7fa76003ac,numpy,b03c575834a68f3a8dad5e2974ccee7fa76003ac,namanjain12/numpy_final:b03c575834a68f3a8dad5e2974ccee7fa76003ac,swe,swe,True,True
numpy:b03fab8dad4a165e25739f2081e3936b522554ac,numpy,b03fab8dad4a165e25739f2081e3936b522554ac,namanjain12/numpy_final:b03fab8dad4a165e25739f2081e3936b522554ac,swe,swe,True,True
numpy:b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,numpy,b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,namanjain12/numpy_final:b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,swe,swe,True,True
numpy:b08ce1ad3705b1cfbdb89b3be50c1756c74982c3,numpy,b08ce1ad3705b1cfbdb89b3be50c1756c74982c3,namanjain12/numpy_final:b08ce1ad3705b1cfbdb89b3be50c1756c74982c3,swe,swe,True,True
numpy:b10b4087132d51ee33bf5e0777282af23d6ee3cd,numpy,b10b4087132d51ee33bf5e0777282af23d6ee3cd,namanjain12/numpy_final:b10b4087132d51ee33bf5e0777282af23d6ee3cd,swe,swe,True,True
numpy:b1b67d65503b46f7da04785656b145ee82cc0157,numpy,b1b67d65503b46f7da04785656b145ee82cc0157,namanjain12/numpy_final:b1b67d65503b46f7da04785656b145ee82cc0157,swe,swe,True,True
numpy:b2006cb2a7fe508bca8aa7039352731634869334,numpy,b2006cb2a7fe508bca8aa7039352731634869334,namanjain12/numpy_final:b2006cb2a7fe508bca8aa7039352731634869334,swe,swe,True,True
numpy:b25cdd68ee38de1be374b396b3b72460c17cad79,numpy,b25cdd68ee38de1be374b396b3b72460c17cad79,namanjain12/numpy_final:b25cdd68ee38de1be374b396b3b72460c17cad79,swe,swe,True,True
numpy:b35892ad072ca00ba60fef225ec38a22c711bdfa,numpy,b35892ad072ca00ba60fef225ec38a22c711bdfa,namanjain12/numpy_final:b35892ad072ca00ba60fef225ec38a22c711bdfa,swe,swe,True,True
numpy:b3a087ca99506cf7d0b6f88c130efb8718d9d926,numpy,b3a087ca99506cf7d0b6f88c130efb8718d9d926,namanjain12/numpy_final:b3a087ca99506cf7d0b6f88c130efb8718d9d926,swe,swe,True,True
numpy:b3a66e88b005c4ca783c11e5d934451b7ca72477,numpy,b3a66e88b005c4ca783c11e5d934451b7ca72477,namanjain12/numpy_final:b3a66e88b005c4ca783c11e5d934451b7ca72477,swe,swe,True,True
numpy:b3c0960a54c81a26bd07912dda96db9e356b34d1,numpy,b3c0960a54c81a26bd07912dda96db9e356b34d1,namanjain12/numpy_final:b3c0960a54c81a26bd07912dda96db9e356b34d1,swe,swe,True,True
numpy:b3fdef08b5c586fff50fdabb0967e53ccaaab3c4,numpy,b3fdef08b5c586fff50fdabb0967e53ccaaab3c4,namanjain12/numpy_final:b3fdef08b5c586fff50fdabb0967e53ccaaab3c4,swe,swe,True,True
numpy:b49b20ff5c5154114eb41254cf449e195b5ba45e,numpy,b49b20ff5c5154114eb41254cf449e195b5ba45e,namanjain12/numpy_final:b49b20ff5c5154114eb41254cf449e195b5ba45e,swe,swe,True,True
numpy:b50d5d01d4790a4383996e885066b1dcb6412526,numpy,b50d5d01d4790a4383996e885066b1dcb6412526,namanjain12/numpy_final:b50d5d01d4790a4383996e885066b1dcb6412526,swe,swe,True,True
numpy:b57957c639ca7c96c328003cc2436a06f8ecf9db,numpy,b57957c639ca7c96c328003cc2436a06f8ecf9db,namanjain12/numpy_final:b57957c639ca7c96c328003cc2436a06f8ecf9db,swe,swe,True,True
numpy:b581aade6891662e37931b04bba29262cd6057de,numpy,b581aade6891662e37931b04bba29262cd6057de,namanjain12/numpy_final:b581aade6891662e37931b04bba29262cd6057de,swe,swe,True,True
numpy:b5895be146cdc3063ffa9ca8ae27b5bcf7992719,numpy,b5895be146cdc3063ffa9ca8ae27b5bcf7992719,namanjain12/numpy_final:b5895be146cdc3063ffa9ca8ae27b5bcf7992719,swe,swe,True,True
numpy:b60f33dd0747574570764ac8072386dccc85dd44,numpy,b60f33dd0747574570764ac8072386dccc85dd44,namanjain12/numpy_final:b60f33dd0747574570764ac8072386dccc85dd44,swe,swe,True,True
numpy:b6bbd74bc1158a59eaa0c2e20fe2f66c52f07fb6,numpy,b6bbd74bc1158a59eaa0c2e20fe2f66c52f07fb6,namanjain12/numpy_final:b6bbd74bc1158a59eaa0c2e20fe2f66c52f07fb6,swe,swe,True,True
numpy:b7a9378b113da2cb27f40c4f485ffeb225f5d01d,numpy,b7a9378b113da2cb27f40c4f485ffeb225f5d01d,namanjain12/numpy_final:b7a9378b113da2cb27f40c4f485ffeb225f5d01d,swe,swe,True,True
numpy:b82388e32ab4c717fd952fa4b8b0ece5512c9972,numpy,b82388e32ab4c717fd952fa4b8b0ece5512c9972,namanjain12/numpy_final:b82388e32ab4c717fd952fa4b8b0ece5512c9972,swe,swe,True,True
numpy:b89849b1213e3384dfd72838672f5869321768db,numpy,b89849b1213e3384dfd72838672f5869321768db,namanjain12/numpy_final:b89849b1213e3384dfd72838672f5869321768db,swe,swe,True,True
numpy:b946795bd64d34147f3486e97246ed1f6a4a0937,numpy,b946795bd64d34147f3486e97246ed1f6a4a0937,namanjain12/numpy_final:b946795bd64d34147f3486e97246ed1f6a4a0937,swe,swe,True,True
numpy:b9fb9862627e40fc5c4aef9a841c407c79dc6c3f,numpy,b9fb9862627e40fc5c4aef9a841c407c79dc6c3f,namanjain12/numpy_final:b9fb9862627e40fc5c4aef9a841c407c79dc6c3f,swe,swe,True,True
numpy:ba6fdacd434a70496cfc61240e34045b6a6550a7,numpy,ba6fdacd434a70496cfc61240e34045b6a6550a7,namanjain12/numpy_final:ba6fdacd434a70496cfc61240e34045b6a6550a7,swe,swe,True,True
numpy:ba9f93d8ad9763ef9867bac5761a40fa4770aa82,numpy,ba9f93d8ad9763ef9867bac5761a40fa4770aa82,namanjain12/numpy_final:ba9f93d8ad9763ef9867bac5761a40fa4770aa82,swe,swe,True,True
numpy:bab798db40b1bd8e520fc884fab15fac83174114,numpy,bab798db40b1bd8e520fc884fab15fac83174114,namanjain12/numpy_final:bab798db40b1bd8e520fc884fab15fac83174114,swe,swe,True,True
numpy:bab8610773c74f1894ae7797cc7fcfc9c4f05741,numpy,bab8610773c74f1894ae7797cc7fcfc9c4f05741,namanjain12/numpy_final:bab8610773c74f1894ae7797cc7fcfc9c4f05741,swe,swe,True,True
numpy:bac743beff16d596363e0f7ad4570a7a6bfe7fe5,numpy,bac743beff16d596363e0f7ad4570a7a6bfe7fe5,namanjain12/numpy_final:bac743beff16d596363e0f7ad4570a7a6bfe7fe5,swe,swe,True,True
numpy:bb1c471a299c0118d890988f4bfb7df8eca6595d,numpy,bb1c471a299c0118d890988f4bfb7df8eca6595d,namanjain12/numpy_final:bb1c471a299c0118d890988f4bfb7df8eca6595d,swe,swe,True,True
numpy:bb46a495ee5201fb94c14776f41181343e5b7fb2,numpy,bb46a495ee5201fb94c14776f41181343e5b7fb2,namanjain12/numpy_final:bb46a495ee5201fb94c14776f41181343e5b7fb2,swe,swe,True,True
numpy:bcae38abb15ef27fea0c581f122ff5a79574277f,numpy,bcae38abb15ef27fea0c581f122ff5a79574277f,namanjain12/numpy_final:bcae38abb15ef27fea0c581f122ff5a79574277f,swe,swe,True,True
numpy:bce6492ba7b6e5d3c88eedbb0ea3e81174e5dc23,numpy,bce6492ba7b6e5d3c88eedbb0ea3e81174e5dc23,namanjain12/numpy_final:bce6492ba7b6e5d3c88eedbb0ea3e81174e5dc23,swe,swe,True,True
numpy:bd3a2c580e2d5f0a7a958b3e7d942c230648f2e3,numpy,bd3a2c580e2d5f0a7a958b3e7d942c230648f2e3,namanjain12/numpy_final:bd3a2c580e2d5f0a7a958b3e7d942c230648f2e3,swe,swe,True,True
numpy:bdbac02b0bddb265840cc00cc5dec0590c09b093,numpy,bdbac02b0bddb265840cc00cc5dec0590c09b093,namanjain12/numpy_final:bdbac02b0bddb265840cc00cc5dec0590c09b093,swe,swe,True,True
numpy:bdd318bc00e1c0ba68ca81b3603f3d3cdaa0a10c,numpy,bdd318bc00e1c0ba68ca81b3603f3d3cdaa0a10c,namanjain12/numpy_final:bdd318bc00e1c0ba68ca81b3603f3d3cdaa0a10c,swe,swe,True,True
numpy:bdd4558c2643c93957b7f00f2604da33ee72f83d,numpy,bdd4558c2643c93957b7f00f2604da33ee72f83d,namanjain12/numpy_final:bdd4558c2643c93957b7f00f2604da33ee72f83d,swe,swe,True,True
numpy:be11c06de7cf128c364c33dafbdecd2372f322e6,numpy,be11c06de7cf128c364c33dafbdecd2372f322e6,namanjain12/numpy_final:be11c06de7cf128c364c33dafbdecd2372f322e6,swe,swe,True,True
numpy:be5ea7d92d542e7c7eb055c5831a79850f4bfbee,numpy,be5ea7d92d542e7c7eb055c5831a79850f4bfbee,namanjain12/numpy_final:be5ea7d92d542e7c7eb055c5831a79850f4bfbee,swe,swe,True,True
numpy:bea761424753c0612a65a6a91d44f9a81bdc4c12,numpy,bea761424753c0612a65a6a91d44f9a81bdc4c12,namanjain12/numpy_final:bea761424753c0612a65a6a91d44f9a81bdc4c12,swe,swe,True,True
numpy:beac50cf98f450539dcdeee0273cfe5175d45d26,numpy,beac50cf98f450539dcdeee0273cfe5175d45d26,namanjain12/numpy_final:beac50cf98f450539dcdeee0273cfe5175d45d26,swe,swe,True,True
numpy:bec40c2b7912c4d94894929a2f4aca18c6d344e6,numpy,bec40c2b7912c4d94894929a2f4aca18c6d344e6,namanjain12/numpy_final:bec40c2b7912c4d94894929a2f4aca18c6d344e6,swe,swe,True,True
numpy:bef927157ffee26ba8af19c773c18b0dbb1897ad,numpy,bef927157ffee26ba8af19c773c18b0dbb1897ad,namanjain12/numpy_final:bef927157ffee26ba8af19c773c18b0dbb1897ad,swe,swe,True,True
numpy:bf0c2d169de75bb2d9349e4f95ad322c20ed63bc,numpy,bf0c2d169de75bb2d9349e4f95ad322c20ed63bc,namanjain12/numpy_final:bf0c2d169de75bb2d9349e4f95ad322c20ed63bc,swe,swe,True,True
numpy:bf20e3034085716c4559ec4bf31b23b6016f266c,numpy,bf20e3034085716c4559ec4bf31b23b6016f266c,namanjain12/numpy_final:bf20e3034085716c4559ec4bf31b23b6016f266c,swe,swe,True,True
numpy:bf28b4432183126c21f0fa80852c335e9c1ed7c1,numpy,bf28b4432183126c21f0fa80852c335e9c1ed7c1,namanjain12/numpy_final:bf28b4432183126c21f0fa80852c335e9c1ed7c1,swe,swe,True,True
numpy:c01165f43068fea96722c172eb23efed4ca99763,numpy,c01165f43068fea96722c172eb23efed4ca99763,namanjain12/numpy_final:c01165f43068fea96722c172eb23efed4ca99763,swe,swe,True,True
numpy:c05019eda16477f4be99f47755362c07e1acb5b8,numpy,c05019eda16477f4be99f47755362c07e1acb5b8,namanjain12/numpy_final:c05019eda16477f4be99f47755362c07e1acb5b8,swe,swe,True,True
numpy:c06726daa4d57893bc6132c3f311bd14ec6dc110,numpy,c06726daa4d57893bc6132c3f311bd14ec6dc110,namanjain12/numpy_final:c06726daa4d57893bc6132c3f311bd14ec6dc110,swe,swe,True,True
numpy:c088383cb290ca064d456e89d79177a0e234cb8d,numpy,c088383cb290ca064d456e89d79177a0e234cb8d,namanjain12/numpy_final:c088383cb290ca064d456e89d79177a0e234cb8d,swe,swe,True,True
numpy:c08ec57b08f3342b3063314f1f4bb284aa60b787,numpy,c08ec57b08f3342b3063314f1f4bb284aa60b787,namanjain12/numpy_final:c08ec57b08f3342b3063314f1f4bb284aa60b787,swe,swe,True,True
numpy:c1e66e4caf1a102a5f3f27456f4d683d4c38c2d0,numpy,c1e66e4caf1a102a5f3f27456f4d683d4c38c2d0,namanjain12/numpy_final:c1e66e4caf1a102a5f3f27456f4d683d4c38c2d0,swe,swe,True,True
numpy:c23bd98de665733dd090636f38b6aacf9f99450b,numpy,c23bd98de665733dd090636f38b6aacf9f99450b,namanjain12/numpy_final:c23bd98de665733dd090636f38b6aacf9f99450b,swe,swe,True,True
numpy:c360f1ebb09cca42c32f715aa2b730ef9874fde4,numpy,c360f1ebb09cca42c32f715aa2b730ef9874fde4,namanjain12/numpy_final:c360f1ebb09cca42c32f715aa2b730ef9874fde4,swe,swe,True,True
numpy:c3654ed5be26f20f385704dca5848e763a53648a,numpy,c3654ed5be26f20f385704dca5848e763a53648a,namanjain12/numpy_final:c3654ed5be26f20f385704dca5848e763a53648a,swe,swe,True,True
numpy:c37befb43ae9477a5e0ff1faeb5aa493a135805b,numpy,c37befb43ae9477a5e0ff1faeb5aa493a135805b,namanjain12/numpy_final:c37befb43ae9477a5e0ff1faeb5aa493a135805b,swe,swe,True,True
numpy:c3a887e55e0a14e3a31460e7a79e5f7f965fea68,numpy,c3a887e55e0a14e3a31460e7a79e5f7f965fea68,namanjain12/numpy_final:c3a887e55e0a14e3a31460e7a79e5f7f965fea68,swe,swe,True,True
numpy:c3cd4bfa57992bb804f5efc41e93e5354d7dfef3,numpy,c3cd4bfa57992bb804f5efc41e93e5354d7dfef3,namanjain12/numpy_final:c3cd4bfa57992bb804f5efc41e93e5354d7dfef3,swe,swe,True,True
numpy:c45e445e9fe6bd264aba5a1736f0145ca7bdacc9,numpy,c45e445e9fe6bd264aba5a1736f0145ca7bdacc9,namanjain12/numpy_final:c45e445e9fe6bd264aba5a1736f0145ca7bdacc9,swe,swe,True,True
numpy:c49821c55b45574cd7d5300ddd4a83f12fcaa7e0,numpy,c49821c55b45574cd7d5300ddd4a83f12fcaa7e0,namanjain12/numpy_final:c49821c55b45574cd7d5300ddd4a83f12fcaa7e0,swe,swe,True,True
numpy:c4f1dec9ff47134840109fa719719a73a9ca79be,numpy,c4f1dec9ff47134840109fa719719a73a9ca79be,namanjain12/numpy_final:c4f1dec9ff47134840109fa719719a73a9ca79be,swe,swe,True,True
numpy:c515fcd0a6cf801f23cace68d8d5896267c104dc,numpy,c515fcd0a6cf801f23cace68d8d5896267c104dc,namanjain12/numpy_final:c515fcd0a6cf801f23cace68d8d5896267c104dc,swe,swe,True,True
numpy:c5b90eb1db7b1318b52f6891fea6a6059c90fe70,numpy,c5b90eb1db7b1318b52f6891fea6a6059c90fe70,namanjain12/numpy_final:c5b90eb1db7b1318b52f6891fea6a6059c90fe70,swe,swe,True,True
numpy:c5cf20ab673c76f4b3ef7f85b4d1fd4149237772,numpy,c5cf20ab673c76f4b3ef7f85b4d1fd4149237772,namanjain12/numpy_final:c5cf20ab673c76f4b3ef7f85b4d1fd4149237772,swe,swe,True,True
numpy:c61900d5675d4a33a893da5c8e343b6c0c1666dd,numpy,c61900d5675d4a33a893da5c8e343b6c0c1666dd,namanjain12/numpy_final:c61900d5675d4a33a893da5c8e343b6c0c1666dd,swe,swe,True,True
numpy:c73865c057d25c64cf434adfebc38b2e289bdf7c,numpy,c73865c057d25c64cf434adfebc38b2e289bdf7c,namanjain12/numpy_final:c73865c057d25c64cf434adfebc38b2e289bdf7c,swe,swe,True,True
numpy:c875b1391286a982c958d349d58eb720eb081069,numpy,c875b1391286a982c958d349d58eb720eb081069,namanjain12/numpy_final:c875b1391286a982c958d349d58eb720eb081069,swe,swe,True,True
numpy:c89273320a964e303121b4f42f08130e1e609499,numpy,c89273320a964e303121b4f42f08130e1e609499,namanjain12/numpy_final:c89273320a964e303121b4f42f08130e1e609499,swe,swe,True,True
numpy:c8a09822c707f320d8c8ac242a8628de690a5899,numpy,c8a09822c707f320d8c8ac242a8628de690a5899,namanjain12/numpy_final:c8a09822c707f320d8c8ac242a8628de690a5899,swe,swe,True,True
numpy:c9052f05ac3a273141f1d222745a420b6b49ed6c,numpy,c9052f05ac3a273141f1d222745a420b6b49ed6c,namanjain12/numpy_final:c9052f05ac3a273141f1d222745a420b6b49ed6c,swe,swe,True,True
numpy:c926d0a5b087fd7c2d0e91a54364b354f4720a39,numpy,c926d0a5b087fd7c2d0e91a54364b354f4720a39,namanjain12/numpy_final:c926d0a5b087fd7c2d0e91a54364b354f4720a39,swe,swe,True,True
numpy:c9d61533f0a5a40ec0a38c69e19615d375af166e,numpy,c9d61533f0a5a40ec0a38c69e19615d375af166e,namanjain12/numpy_final:c9d61533f0a5a40ec0a38c69e19615d375af166e,swe,swe,True,True
numpy:ca5658bb0e63030011d8a0f30815b34f4dc6dc8a,numpy,ca5658bb0e63030011d8a0f30815b34f4dc6dc8a,namanjain12/numpy_final:ca5658bb0e63030011d8a0f30815b34f4dc6dc8a,swe,swe,True,True
numpy:cb52fd63627fa7547f5467324726d151af3aff84,numpy,cb52fd63627fa7547f5467324726d151af3aff84,namanjain12/numpy_final:cb52fd63627fa7547f5467324726d151af3aff84,swe,swe,True,True
numpy:cb89f88af361f045c560886b1268038ba5ea9cc2,numpy,cb89f88af361f045c560886b1268038ba5ea9cc2,namanjain12/numpy_final:cb89f88af361f045c560886b1268038ba5ea9cc2,swe,swe,True,True
numpy:ccc2427f8f3d5d7605c822b6143cfbc8058c0f3c,numpy,ccc2427f8f3d5d7605c822b6143cfbc8058c0f3c,namanjain12/numpy_final:ccc2427f8f3d5d7605c822b6143cfbc8058c0f3c,swe,swe,True,True
numpy:cd761d81b571525ac6c2cca36da6bd270bb8357d,numpy,cd761d81b571525ac6c2cca36da6bd270bb8357d,namanjain12/numpy_final:cd761d81b571525ac6c2cca36da6bd270bb8357d,swe,swe,True,True
numpy:cdef8d3e408899f7e0cc1037d358ece8d9cc3324,numpy,cdef8d3e408899f7e0cc1037d358ece8d9cc3324,namanjain12/numpy_final:cdef8d3e408899f7e0cc1037d358ece8d9cc3324,swe,swe,True,True
numpy:ce65f115c409a4a8089ace496e15bbfca566070b,numpy,ce65f115c409a4a8089ace496e15bbfca566070b,namanjain12/numpy_final:ce65f115c409a4a8089ace496e15bbfca566070b,swe,swe,True,True
numpy:ce779dc607baa0630095dc456f5b9ad001095cca,numpy,ce779dc607baa0630095dc456f5b9ad001095cca,namanjain12/numpy_final:ce779dc607baa0630095dc456f5b9ad001095cca,swe,swe,True,True
numpy:cec39effb1739ae0a7690e56d58d3e9432569d5f,numpy,cec39effb1739ae0a7690e56d58d3e9432569d5f,namanjain12/numpy_final:cec39effb1739ae0a7690e56d58d3e9432569d5f,swe,swe,True,True
numpy:ced6475d519552455cc50831052213c1249a909c,numpy,ced6475d519552455cc50831052213c1249a909c,namanjain12/numpy_final:ced6475d519552455cc50831052213c1249a909c,swe,swe,True,True
numpy:d00eaf358675064a827392442f6ed9ac365e62f9,numpy,d00eaf358675064a827392442f6ed9ac365e62f9,namanjain12/numpy_final:d00eaf358675064a827392442f6ed9ac365e62f9,swe,swe,True,True
numpy:d0224de082a7a1786bdf1df20fdc4e58990f9789,numpy,d0224de082a7a1786bdf1df20fdc4e58990f9789,namanjain12/numpy_final:d0224de082a7a1786bdf1df20fdc4e58990f9789,swe,swe,True,True
numpy:d07e20ea2718c2d460a203f6775aef6cea8ba520,numpy,d07e20ea2718c2d460a203f6775aef6cea8ba520,namanjain12/numpy_final:d07e20ea2718c2d460a203f6775aef6cea8ba520,swe,swe,True,True
numpy:d0b3f8f4213ee2d285be7d410a0cd7a1a601a7bd,numpy,d0b3f8f4213ee2d285be7d410a0cd7a1a601a7bd,namanjain12/numpy_final:d0b3f8f4213ee2d285be7d410a0cd7a1a601a7bd,swe,swe,True,True
numpy:d1dada15f60c3de9aa35eb58cc4ed41c3ebf21c4,numpy,d1dada15f60c3de9aa35eb58cc4ed41c3ebf21c4,namanjain12/numpy_final:d1dada15f60c3de9aa35eb58cc4ed41c3ebf21c4,swe,swe,True,True
numpy:d2d0dba130b9e4050cc3dac7aa07661d5ce5a033,numpy,d2d0dba130b9e4050cc3dac7aa07661d5ce5a033,namanjain12/numpy_final:d2d0dba130b9e4050cc3dac7aa07661d5ce5a033,swe,swe,True,True
numpy:d2d1dd5accbd6bbd5a2d8f3fac0dbfc6fb9b4e18,numpy,d2d1dd5accbd6bbd5a2d8f3fac0dbfc6fb9b4e18,namanjain12/numpy_final:d2d1dd5accbd6bbd5a2d8f3fac0dbfc6fb9b4e18,swe,swe,True,True
numpy:d2d589703d5ee743251fbc6ea045f28e1c5e9e71,numpy,d2d589703d5ee743251fbc6ea045f28e1c5e9e71,namanjain12/numpy_final:d2d589703d5ee743251fbc6ea045f28e1c5e9e71,swe,swe,True,True
numpy:d2f63f27bfcd14224fd33cd0819cd7ca1378cc2a,numpy,d2f63f27bfcd14224fd33cd0819cd7ca1378cc2a,namanjain12/numpy_final:d2f63f27bfcd14224fd33cd0819cd7ca1378cc2a,swe,swe,True,True
numpy:d45cf0b261b4a563f44fa238d34bd55f051f315f,numpy,d45cf0b261b4a563f44fa238d34bd55f051f315f,namanjain12/numpy_final:d45cf0b261b4a563f44fa238d34bd55f051f315f,swe,swe,True,True
numpy:d51b538ba80d36841cc57911d77ea61cd1d3fb25,numpy,d51b538ba80d36841cc57911d77ea61cd1d3fb25,namanjain12/numpy_final:d51b538ba80d36841cc57911d77ea61cd1d3fb25,swe,swe,True,True
numpy:d5a67b5b421c12cc46d9bcd07ddc4b91c1e5fef3,numpy,d5a67b5b421c12cc46d9bcd07ddc4b91c1e5fef3,namanjain12/numpy_final:d5a67b5b421c12cc46d9bcd07ddc4b91c1e5fef3,swe,swe,True,True
numpy:d6069fb19107300e59ba57093cb87e44fa39599f,numpy,d6069fb19107300e59ba57093cb87e44fa39599f,namanjain12/numpy_final:d6069fb19107300e59ba57093cb87e44fa39599f,swe,swe,True,True
numpy:d647ef2d98852e322d487d6045d5860223dcda79,numpy,d647ef2d98852e322d487d6045d5860223dcda79,namanjain12/numpy_final:d647ef2d98852e322d487d6045d5860223dcda79,swe,swe,True,True
numpy:d6539868b353e211b4aaa3a683101e094b3ee1df,numpy,d6539868b353e211b4aaa3a683101e094b3ee1df,namanjain12/numpy_final:d6539868b353e211b4aaa3a683101e094b3ee1df,swe,swe,True,True
numpy:d699516f58b8a0293081d58a1358734903c0ac1f,numpy,d699516f58b8a0293081d58a1358734903c0ac1f,namanjain12/numpy_final:d699516f58b8a0293081d58a1358734903c0ac1f,swe,swe,True,True
numpy:d69cd857d8caa3477faf05152f3be634b51175f8,numpy,d69cd857d8caa3477faf05152f3be634b51175f8,namanjain12/numpy_final:d69cd857d8caa3477faf05152f3be634b51175f8,swe,swe,True,True
