task,repo,n,npass,pass_rate,n_steps,first_step,last_step,mean_step,first_solved_step,early_pass_rate,late_pass_rate,bucket,dynamics,pass_by_step
numpy:fa31422a411ef470fc38f9f11b4835911a626736,numpy,24,0,0.0,3,16,142,79.0,-1,0.0,0.0,dead_hard,never_solved,16:0/8;79:0/8;142:0/8
numpy:fda7484cb572c8e6b50173784cb1498aca03a4e5,numpy,24,0,0.0,3,1,126,63.7,-1,0.0,0.0,dead_hard,never_solved,1:0/8;64:0/8;126:0/8
numpy:fe1c1fbac3dbd0d314b96ad95447e370dceae079,numpy,24,0,0.0,3,40,165,102.3,-1,0.0,0.0,dead_hard,never_solved,40:0/8;102:0/8;165:0/8
numpy:ff12de3f3dead7f522ab5a1076fcef4fbbdf3314,numpy,16,0,0.0,2,56,118,87.0,-1,0.0,0.0,dead_hard,never_solved,56:0/8;118:0/8
numpy:046cd82608951f68b09f5c9e749d1193b41f2328,numpy,24,1,0.0417,3,48,174,110.7,48,0.125,0.0,hard,lost_late,48:1/8;110:0/8;174:0/8
numpy:2d140f11857fc1353d6b2dcbb801e693128fd09a,numpy,24,1,0.0417,3,19,145,82.3,83,0.0,0.0625,hard,emerging_late,19:0/8;83:1/8;145:0/8
numpy:36bc343495ef7aa45f7d8540040cb9f577ef22fa,numpy,24,1,0.0417,3,22,148,85.0,22,0.125,0.0,hard,lost_late,22:1/8;85:0/8;148:0/8
numpy:56848bbd2a56209a6ea836fb23e57061825b3052,numpy,24,1,0.0417,3,25,151,87.7,25,0.125,0.0,hard,lost_late,25:1/8;87:0/8;151:0/8
numpy:60b3727e6937891a9b91bac4ffb097bb3b5bd25d,numpy,24,1,0.0417,3,1,126,64.0,65,0.0,0.0625,hard,emerging_late,1:0/8;65:1/8;126:0/8
numpy:6f009fce15e7bea11c31c871170a37071761eac4,numpy,24,1,0.0417,3,17,143,80.3,17,0.125,0.0,hard,lost_late,17:1/8;81:0/8;143:0/8
numpy:7a2ded1522305cfbab4e34a18198f3cbcae7755c,numpy,24,1,0.0417,3,32,157,94.3,32,0.125,0.0,hard,lost_late,32:1/8;94:0/8;157:0/8
numpy:7be18edfaae4d0ba6a888160d1cc57c453b568f2,numpy,24,1,0.0417,3,36,161,98.3,98,0.0,0.0625,hard,steady,36:0/8;98:1/8;161:0/8
numpy:82e0860e2d126aaf2d7ab09b0da13e04b5a32658,numpy,24,1,0.0417,3,8,133,70.7,133,0.0,0.0625,hard,emerging_late,8:0/8;71:0/8;133:1/8
numpy:8ed017a30c8ec60f17538c585f87415a1ca989fc,numpy,24,1,0.0417,3,51,177,113.7,51,0.125,0.0,hard,lost_late,51:1/8;113:0/8;177:0/8
numpy:912e24a4ac2d0470bb18d659d325197bbfc18114,numpy,24,1,0.0417,3,40,165,102.3,40,0.125,0.0,hard,lost_late,40:1/8;102:0/8;165:0/8
numpy:9aff656065f2749b83abf127472cafc28e235222,numpy,24,1,0.0417,3,22,149,85.7,86,0.0,0.0625,hard,emerging_late,22:0/8;86:1/8;149:0/8
numpy:9d69ad78cdcb93b378a734e938372941cb3e9a23,numpy,24,1,0.0417,3,19,145,82.0,19,0.125,0.0,hard,lost_late,19:1/8;82:0/8;145:0/8
numpy:a4e47e0205b78eb96248e71918c2558e25a9d3c7,numpy,24,1,0.0417,3,19,145,82.0,82,0.0,0.0625,hard,emerging_late,19:0/8;82:1/8;145:0/8
numpy:b03fab8dad4a165e25739f2081e3936b522554ac,numpy,24,1,0.0417,3,22,148,85.0,148,0.0,0.0625,hard,emerging_late,22:0/8;85:0/8;148:1/8
numpy:ba6fdacd434a70496cfc61240e34045b6a6550a7,numpy,24,1,0.0417,3,46,171,108.0,46,0.125,0.0,hard,lost_late,46:1/8;107:0/8;171:0/8
numpy:bdd4558c2643c93957b7f00f2604da33ee72f83d,numpy,24,1,0.0417,3,3,129,66.3,67,0.0,0.0625,hard,emerging_late,3:0/8;67:1/8;129:0/8
numpy:c5b90eb1db7b1318b52f6891fea6a6059c90fe70,numpy,24,1,0.0417,3,10,135,73.0,74,0.0,0.0625,hard,emerging_late,10:0/8;74:1/8;135:0/8
numpy:d647ef2d98852e322d487d6045d5860223dcda79,numpy,24,1,0.0417,3,25,151,88.0,151,0.0,0.0625,hard,emerging_late,25:0/8;88:0/8;151:1/8
numpy:d9c1a1f91a3983469de7086ff589a6aeaa353b3e,numpy,24,1,0.0417,3,46,171,108.0,46,0.125,0.0,hard,lost_late,46:1/8;107:0/8;171:0/8
numpy:dd866e3eb0371103fc30dffd743953bd927033a2,numpy,24,1,0.0417,3,42,167,104.0,42,0.125,0.0,hard,lost_late,42:1/8;103:0/8;167:0/8
numpy:dd8a2a8e29b0dc85dca4d2964c92df3604acc212,numpy,24,1,0.0417,3,48,174,110.7,48,0.125,0.0,hard,lost_late,48:1/8;110:0/8;174:0/8
numpy:e30d80266d476841e51d36432d1640f278a5fa05,numpy,24,1,0.0417,3,51,177,113.3,51,0.125,0.0,hard,lost_late,51:1/8;112:0/8;177:0/8
numpy:e62aa4968dd0926cf8307a24f06ae0bad4bdabc5,numpy,24,1,0.0417,3,29,154,91.3,29,0.125,0.0,hard,lost_late,29:1/8;91:0/8;154:0/8
numpy:ea5202880e2e1876d9baa2a65e7987c99be0459b,numpy,24,1,0.0417,3,21,147,84.3,147,0.0,0.0625,hard,emerging_late,21:0/8;85:0/8;147:1/8
numpy:ed75d97949efac09189ddafa165dd7ec875612c1,numpy,24,1,0.0417,3,50,176,112.3,111,0.0,0.0625,hard,steady,50:0/8;111:1/8;176:0/8
numpy:f12c63297fecdff294af209032d0690c6c2a1c0d,numpy,24,1,0.0417,3,27,153,90.0,90,0.0,0.0625,hard,emerging_late,27:0/8;90:1/8;153:0/8
numpy:f297d317f9d2355228fb3a265e9ff3c69e37b1e2,numpy,24,1,0.0417,3,18,144,81.3,82,0.0,0.0625,hard,emerging_late,18:0/8;82:1/8;144:0/8
numpy:f3682860cfe28cd73f46ae290add5d6fdbe43c89,numpy,24,1,0.0417,3,35,160,97.3,35,0.125,0.0,hard,lost_late,35:1/8;97:0/8;160:0/8
numpy:fa56437c4eb4ca0c2a97597700a3fc6ad36963fa,numpy,24,1,0.0417,3,31,157,93.7,31,0.125,0.0,hard,lost_late,31:1/8;93:0/8;157:0/8
numpy:090e85e7bd77e67c8b6bac63fc4b22331eac1950,numpy,16,1,0.0625,2,62,124,93.0,62,0.125,0.0,hard,lost_late,62:1/8;124:0/8
numpy:0ec93b048c401b61aadbbb143bec6f40c6a2027c,numpy,16,1,0.0625,2,62,124,93.0,62,0.125,0.0,hard,lost_late,62:1/8;124:0/8
numpy:1466e788a43b8d4356fe35951bf0c3b0aedb554f,numpy,16,1,0.0625,2,30,155,92.5,155,0.0,0.125,hard,emerging_late,30:0/8;155:1/8
numpy:1c86cdd469a5034cb136130722a58adf062056fd,numpy,16,1,0.0625,2,55,117,86.0,55,0.125,0.0,hard,lost_late,55:1/8;117:0/8
numpy:2aad439eec34a80aaac0fd61a9b8de809710efa5,numpy,16,1,0.0625,2,48,174,111.0,48,0.125,0.0,hard,lost_late,48:1/8;174:0/8
numpy:2b51aa217bb7577f6c43c26f1156d9fc29536f96,numpy,16,1,0.0625,2,59,121,90.0,121,0.0,0.125,hard,emerging_late,59:0/8;121:1/8
numpy:37d301949af456a7aa006ae79bfec910146732f8,numpy,16,1,0.0625,2,108,172,140.0,108,0.125,0.0,hard,lost_late,108:1/8;172:0/8
numpy:3c4db4111947270b97ae032f02b6f60d8e20bbbd,numpy,16,1,0.0625,2,64,125,94.5,125,0.0,0.125,hard,emerging_late,64:0/8;125:1/8
numpy:528c8c8d8a06116ac2786279a4228290c158a1ab,numpy,16,1,0.0625,2,12,137,74.5,12,0.125,0.0,hard,lost_late,12:1/8;137:0/8
numpy:6153a705c3bf30992ff5bd064ff0507ac78300e4,numpy,16,1,0.0625,2,59,120,89.5,59,0.125,0.0,hard,lost_late,59:1/8;120:0/8
numpy:7127cdfb8553030ba317455c9f31fe4d7ed74e81,numpy,16,1,0.0625,2,28,90,59.0,90,0.0,0.125,hard,emerging_late,28:0/8;90:1/8
numpy:71555c48be7f07833bd540dacb50deb8069b551f,numpy,16,1,0.0625,2,48,174,111.0,48,0.125,0.0,hard,lost_late,48:1/8;174:0/8
numpy:83c6d769e00e5ee424221244d9d2be474c1fe532,numpy,16,1,0.0625,2,61,123,92.0,61,0.125,0.0,hard,lost_late,61:1/8;123:0/8
numpy:8969da59ea9803b81b0dcb2fab3f41d4b168bc68,numpy,16,1,0.0625,2,63,125,94.0,63,0.125,0.0,hard,lost_late,63:1/8;125:0/8
numpy:8b1b7f12a53f1a45f5572de3d704d894a60fa1c4,numpy,16,1,0.0625,2,61,122,91.5,122,0.0,0.125,hard,emerging_late,61:0/8;122:1/8
numpy:8ec391a3384fc1637e3a6ba0a6a6a7b06a348ea1,numpy,16,1,0.0625,2,108,172,140.0,172,0.0,0.125,hard,emerging_late,108:0/8;172:1/8
numpy:9fa0dba63ac76a43a157e07c2a43f4678355653e,numpy,16,1,0.0625,2,117,181,149.0,181,0.0,0.125,hard,emerging_late,117:0/8;181:1/8
numpy:a754567bf3bd02ea45fed55178d843657fa35be5,numpy,16,1,0.0625,2,24,150,87.0,150,0.0,0.125,hard,emerging_late,24:0/8;150:1/8
numpy:b3c0960a54c81a26bd07912dda96db9e356b34d1,numpy,16,1,0.0625,2,5,68,36.5,68,0.0,0.125,hard,emerging_late,5:0/8;68:1/8
numpy:b60f33dd0747574570764ac8072386dccc85dd44,numpy,16,1,0.0625,2,72,134,103.0,72,0.125,0.0,hard,lost_late,72:1/8;134:0/8
numpy:dc535524e57f42a3407c068327d972996450574e,numpy,16,1,0.0625,2,31,156,93.5,156,0.0,0.125,hard,emerging_late,31:0/8;156:1/8
numpy:e20d4b91d00cea1cf495d4cb85ee9bc2b7930a3d,numpy,16,1,0.0625,2,5,67,36.0,67,0.0,0.125,hard,emerging_late,5:0/8;67:1/8
numpy:f0ffd58e7dbe8f4b111b0c090e8df0c3b779e1fe,numpy,16,1,0.0625,2,58,120,89.0,120,0.0,0.125,hard,emerging_late,58:0/8;120:1/8
numpy:0e8d3bb76aa5d854942b584bc6b508c3be225e01,numpy,24,2,0.0833,3,10,135,72.7,73,0.0,0.125,hard,emerging_late,10:0/8;73:2/8;135:0/8
numpy:156cd054e007b05d4ac4829e10a369d19dd2b0b1,numpy,24,2,0.0833,3,17,143,80.3,81,0.0,0.125,hard,emerging_late,17:0/8;81:1/8;143:1/8
numpy:1be88ff070cce6ac720804e861583682564f7e0d,numpy,24,2,0.0833,3,41,166,103.3,41,0.125,0.0625,hard,steady,41:1/8;103:1/8;166:0/8
numpy:1e45ea470eaae8d23c161f78931e946847e2b7e4,numpy,24,2,0.0833,3,32,157,94.0,157,0.0,0.125,hard,emerging_late,32:0/8;93:0/8;157:2/8
numpy:2ee7c72e56b5ef16f3838f86de8ad0d435b9b4e0,numpy,24,2,0.0833,3,25,151,87.7,25,0.125,0.0625,hard,steady,25:1/8;87:1/8;151:0/8
numpy:3ce73b79d6dc151f64f3254f9eeafd681c5efa5c,numpy,24,2,0.0833,3,44,169,106.0,44,0.125,0.0625,hard,steady,44:1/8;105:0/8;169:1/8
numpy:3d5f499fd6807186baf669eec491034766caab34,numpy,24,2,0.0833,3,40,165,102.0,40,0.125,0.0625,hard,steady,40:1/8;101:1/8;165:0/8
numpy:5b9162853bab2ef0cc8e71576f5f3c754d0a315c,numpy,24,2,0.0833,3,43,168,105.3,105,0.0,0.125,hard,steady,43:0/8;105:1/8;168:1/8
numpy:7927b3cb4b57e79bf6b1b8a723583295fc0398eb,numpy,24,2,0.0833,3,52,178,114.7,178,0.0,0.125,hard,emerging_late,52:0/8;114:0/8;178:2/8
numpy:960ec0a4eab51ccc33e6a030d870f93300656df4,numpy,24,2,0.0833,3,45,171,107.7,45,0.125,0.0625,hard,steady,45:1/8;107:1/8;171:0/8
numpy:a12a171dc5b001bce0c3a8864f4ff3c91e651a5f,numpy,24,2,0.0833,3,39,164,101.3,39,0.125,0.0625,hard,steady,39:1/8;101:1/8;164:0/8
numpy:d51b538ba80d36841cc57911d77ea61cd1d3fb25,numpy,24,2,0.0833,3,34,160,96.7,34,0.25,0.0,hard,lost_late,34:2/8;96:0/8;160:0/8
numpy:db1a3432cb347808f297af51ca16a016fef934b3,numpy,24,2,0.0833,3,13,138,75.7,76,0.0,0.125,hard,emerging_late,13:0/8;76:1/8;138:1/8
numpy:e7de401f5c9634a2a63eb8f44f2193be1a946191,numpy,24,2,0.0833,3,35,160,97.0,96,0.0,0.125,hard,steady,35:0/8;96:1/8;160:1/8
numpy:ed29bda33ae752b781df6ee02a91c1456884d441,numpy,24,2,0.0833,3,37,162,99.0,98,0.0,0.125,hard,steady,37:0/8;98:1/8;162:1/8
numpy:ed527cd7b28a76c8ecb2bd0e32a74a03767916bb,numpy,24,2,0.0833,3,30,155,92.3,30,0.125,0.0625,hard,steady,30:1/8;92:1/8;155:0/8
numpy:f0e37e8088e55307ad33791a03cb3989f1b8118c,numpy,24,2,0.0833,3,19,145,82.3,19,0.125,0.0625,hard,steady,19:1/8;83:1/8;145:0/8
numpy:f55516951b77baa475a3e712f5f7cb831fb90c0a,numpy,24,2,0.0833,3,2,127,65.0,2,0.125,0.0625,hard,steady,2:1/8;66:0/8;127:1/8
numpy:fdfc4807cbe2de71f74053c45ae0de383332c4e1,numpy,24,2,0.0833,3,28,154,91.0,91,0.0,0.125,hard,emerging_late,28:0/8;91:1/8;154:1/8
numpy:040d0408f4cdb0a472e654acd68c8e1c3fbd84f7,numpy,24,3,0.125,3,23,149,86.0,86,0.0,0.1875,hard,emerging_late,23:0/8;86:3/8;149:0/8
numpy:0a476002600cb42068a899f4dc2cf0bc8cdb26d7,numpy,24,3,0.125,3,42,167,104.0,42,0.375,0.0,hard,lost_late,42:3/8;103:0/8;167:0/8
numpy:15e82e2181d9ae92b6a1a6fb80454bc3a4aa2cb5,numpy,24,3,0.125,3,35,160,97.0,35,0.125,0.125,hard,steady,35:1/8;96:1/8;160:1/8
numpy:1821e585b3858ad81e4d5b4bdce5d7f2e720f73b,numpy,24,3,0.125,3,6,131,69.0,131,0.0,0.1875,hard,emerging_late,6:0/8;70:0/8;131:3/8
numpy:1d87101d3ea51a797450e1cb1c0eaba19a731c9c,numpy,24,3,0.125,3,46,171,108.3,46,0.25,0.0625,hard,steady,46:2/8;108:0/8;171:1/8
numpy:313a9b20e51bc0adb2ac56a2d4ac702dcb8c21fa,numpy,16,2,0.125,2,58,120,89.0,58,0.25,0.0,hard,lost_late,58:2/8;120:0/8
numpy:34a40a944a4011211104fbbf00b960777a34e982,numpy,24,3,0.125,3,35,160,97.3,35,0.125,0.125,hard,steady,35:1/8;97:2/8;160:0/8
numpy:3c0b4db0b51ec4f4b67f63d647d8f8a668b7e754,numpy,24,3,0.125,3,53,179,115.7,53,0.25,0.0625,hard,steady,53:2/8;115:0/8;179:1/8
numpy:4031845251f6fd59da8840698bf36f4c7e974818,numpy,24,3,0.125,3,37,162,99.0,37,0.25,0.0625,hard,steady,37:2/8;98:1/8;162:0/8
numpy:4a501a066061ae957b6ccfd752f503da6a5e3337,numpy,24,3,0.125,3,17,143,80.3,17,0.125,0.125,hard,steady,17:1/8;81:1/8;143:1/8
numpy:4e68aba658a6e54d09150f093cdb6f9d4883b081,numpy,24,3,0.125,3,7,132,70.0,7,0.25,0.0625,hard,steady,7:2/8;71:0/8;132:1/8
numpy:53facf327c7b2949a5f31c308fd66b0b1f24b615,numpy,24,3,0.125,3,53,179,115.7,115,0.0,0.1875,hard,steady,53:0/8;115:2/8;179:1/8
numpy:642f7e841d2f9900b3793c9b140f8c1adc56b899,numpy,24,3,0.125,3,13,138,75.3,75,0.0,0.1875,hard,steady,13:0/8;75:1/8;138:2/8
numpy:65e1e0e4ba0909a45f410a24360e97568e2bb66a,numpy,8,1,0.125,1,98,98,98.0,98,0.125,0.125,hard,steady,98:1/8
numpy:66365a57ff9b68a191fd232dc823cc2cf69d267f,numpy,16,2,0.125,2,117,181,149.0,117,0.25,0.0,hard,lost_late,117:2/8;181:0/8
numpy:8c55ee6856ede7157f2d666560461941db6bc5eb,numpy,24,3,0.125,3,33,158,95.0,33,0.375,0.0,hard,lost_late,33:3/8;94:0/8;158:0/8
numpy:8eac9a4bb5b497ca29ebb852f21169ecfd0191e1,numpy,8,1,0.125,1,60,60,60.0,60,0.125,0.125,hard,steady,60:1/8
numpy:8fee756d8c9d2f5fe211fd9feb999c0da8a89821,numpy,24,3,0.125,3,34,159,96.0,34,0.125,0.125,hard,steady,34:1/8;95:0/8;159:2/8
numpy:911015e445f94340ab41900c4d96f81569978f6f,numpy,16,2,0.125,2,23,149,86.0,149,0.0,0.25,hard,emerging_late,23:0/8;149:2/8
numpy:9c50f988ac27dd1758dbc46455573aaa77638c68,numpy,24,3,0.125,3,41,166,103.3,41,0.125,0.125,hard,steady,41:1/8;103:2/8;166:0/8
numpy:9f362bfb3f99c0bcb30e9bd6e568e40ae5a0cf7b,numpy,16,2,0.125,2,28,90,59.0,90,0.0,0.25,hard,emerging_late,28:0/8;90:2/8
numpy:aa6335c494e4807d65404d91e0e9d25a7d2fe338,numpy,16,2,0.125,2,8,133,70.5,133,0.0,0.25,hard,emerging_late,8:0/8;133:2/8
numpy:bab798db40b1bd8e520fc884fab15fac83174114,numpy,8,1,0.125,1,122,122,122.0,122,0.125,0.125,hard,steady,122:1/8
numpy:bdbac02b0bddb265840cc00cc5dec0590c09b093,numpy,16,2,0.125,2,55,118,86.5,118,0.0,0.25,hard,emerging_late,55:0/8;118:2/8
numpy:cec39effb1739ae0a7690e56d58d3e9432569d5f,numpy,8,1,0.125,1,62,62,62.0,62,0.125,0.125,hard,steady,62:1/8
numpy:d69cd857d8caa3477faf05152f3be634b51175f8,numpy,16,2,0.125,2,72,133,102.5,72,0.25,0.0,hard,lost_late,72:2/8;133:0/8
numpy:d8047967b6545b8677727b1257965db9d0c95d30,numpy,16,2,0.125,2,78,141,109.5,78,0.25,0.0,hard,lost_late,78:2/8;141:0/8
numpy:ef2cfe12c49ab377cfbf2f54993699b92229b907,numpy,24,3,0.125,3,53,179,115.7,53,0.125,0.125,hard,steady,53:1/8;115:1/8;179:1/8
numpy:f880b1aa7583d7c3dfc111a8b79e7e7ba364baf2,numpy,24,3,0.125,3,50,176,112.7,50,0.25,0.0625,hard,steady,50:2/8;112:1/8;176:0/8
numpy:1a43137b2b77360175fd530f86808d43bd1f156f,numpy,24,4,0.1667,3,34,159,96.0,34,0.25,0.125,hard,steady,34:2/8;95:0/8;159:2/8
numpy:2a5f735a94c7e60115ff5805cc28aa1d71f4db63,numpy,24,4,0.1667,3,51,177,113.3,51,0.125,0.1875,hard,steady,51:1/8;112:1/8;177:2/8
numpy:3205c89ad3090c26fef8fd060117ee468c1b6c97,numpy,24,4,0.1667,3,37,162,99.0,37,0.25,0.125,hard,steady,37:2/8;98:1/8;162:1/8
numpy:390d7979f7fae4a6aa1e2093e72a137a7cff92a6,numpy,24,4,0.1667,3,45,170,107.0,45,0.125,0.1875,hard,steady,45:1/8;106:2/8;170:1/8
numpy:4a9ad17e58a042931798c32b39b137f52abc3aed,numpy,24,4,0.1667,3,45,170,107.3,45,0.125,0.1875,hard,steady,45:1/8;107:1/8;170:2/8
numpy:7a05c91277e2e970cccf95c999a7159893b42a92,numpy,24,4,0.1667,3,34,159,96.0,34,0.25,0.125,hard,steady,34:2/8;95:2/8;159:0/8
numpy:9d1d44fc120c451a4925720027e85c70e13c26f2,numpy,24,4,0.1667,3,29,154,91.7,29,0.125,0.1875,hard,steady,29:1/8;92:1/8;154:2/8
numpy:bec40c2b7912c4d94894929a2f4aca18c6d344e6,numpy,24,4,0.1667,3,28,153,90.7,28,0.25,0.125,hard,steady,28:2/8;91:1/8;153:1/8
numpy:c5cf20ab673c76f4b3ef7f85b4d1fd4149237772,numpy,24,4,0.1667,3,46,172,108.7,108,0.0,0.25,hard,steady,46:0/8;108:3/8;172:1/8
numpy:e26738a628de0fe1897f2960708ec16e4c3177f7,numpy,24,4,0.1667,3,27,153,89.7,89,0.0,0.25,hard,steady,27:0/8;89:2/8;153:2/8
numpy:01046460ddc1bef7aa5d3a6ce2e10202a3c954c5,numpy,16,3,0.1875,2,58,120,89.0,58,0.125,0.25,hard,steady,58:1/8;120:2/8
numpy:0e894153d7ac241c770286bd8c100c9c269dc44e,numpy,16,3,0.1875,2,31,156,93.5,31,0.25,0.125,hard,steady,31:2/8;156:1/8
numpy:7175f1c4a9858994607cfb207a0e28468ef544f6,numpy,16,3,0.1875,2,69,130,99.5,69,0.125,0.25,hard,steady,69:1/8;130:2/8
numpy:8888a76c2c8211588b71e19a45a938d73fd0b5f4,numpy,16,3,0.1875,2,12,137,74.5,137,0.0,0.375,hard,emerging_late,12:0/8;137:3/8
numpy:a77709c67051a1d19ed4caa83b0b7686ba22bfc4,numpy,16,3,0.1875,2,55,117,86.0,55,0.125,0.25,hard,steady,55:1/8;117:2/8
numpy:b25cdd68ee38de1be374b396b3b72460c17cad79,numpy,16,3,0.1875,2,11,136,73.5,136,0.0,0.375,hard,emerging_late,11:0/8;136:3/8
numpy:bf28b4432183126c21f0fa80852c335e9c1ed7c1,numpy,16,3,0.1875,2,60,121,90.5,60,0.25,0.125,hard,steady,60:2/8;121:1/8
numpy:e1ccca947a297deb90301acc14b1e13e8dd0b816,numpy,16,3,0.1875,2,109,173,141.0,173,0.0,0.375,hard,emerging_late,109:0/8;173:3/8
numpy:e6088dcc6d26e317979fb4b80c5f86f7459e5f7d,numpy,16,3,0.1875,2,60,121,90.5,60,0.25,0.125,hard,steady,60:2/8;121:1/8
numpy:e908bfa9977a45b311ef09f03551aa1780686739,numpy,16,3,0.1875,2,78,141,109.5,78,0.25,0.125,hard,steady,78:2/8;141:1/8
numpy:0a8786163133c4227bfa7dbc3c9a6800172b65f7,numpy,24,5,0.2083,3,46,171,108.3,46,0.375,0.125,hard,steady,46:3/8;108:2/8;171:0/8
numpy:14e4cc3aa8bc6e01d6494860c7de6bf9ec0ab86b,numpy,24,5,0.2083,3,16,142,79.0,16,0.375,0.125,hard,steady,16:3/8;79:1/8;142:1/8
numpy:3cc797e5107d5f3fe812b0ccdc9bc96f107f0b20,numpy,24,5,0.2083,3,34,159,96.0,95,0.0,0.3125,hard,steady,34:0/8;95:3/8;159:2/8
numpy:434c4ecbe010c0bacf7f93cdf761ca015eeae3fb,numpy,24,5,0.2083,3,13,138,75.7,13,0.25,0.1875,hard,steady,13:2/8;76:2/8;138:1/8
numpy:612caca61f82e3e20117ec5917d71fd0f48c42ea,numpy,24,5,0.2083,3,3,128,66.0,3,0.375,0.125,hard,steady,3:3/8;67:2/8;128:0/8
numpy:78f69df28acd80654705a43bcf1e977b9c423b53,numpy,24,5,0.2083,3,51,177,113.7,51,0.25,0.1875,hard,steady,51:2/8;113:1/8;177:2/8
numpy:aea9eb20898770a0b1b494a2bc646bd46afa5bab,numpy,24,5,0.2083,3,14,139,76.3,14,0.125,0.25,hard,steady,14:1/8;76:2/8;139:2/8
numpy:e97975a2027e81d93ccdc96ab767653773b3cc04,numpy,24,5,0.2083,3,48,174,110.7,48,0.125,0.25,hard,steady,48:1/8;110:1/8;174:3/8
numpy:eadc135a5f2ab577748188770af66feafe87859d,numpy,24,5,0.2083,3,35,160,97.3,35,0.375,0.125,hard,steady,35:3/8;97:2/8;160:0/8
numpy:fed44d7c309d0c2fd7c193efa39ba59652a43c44,numpy,24,5,0.2083,3,22,148,85.0,85,0.0,0.3125,hard,emerging_late,22:0/8;85:1/8;148:4/8
numpy:0136d65c84bd21c2cb492e58b71a091ec1e875e6,numpy,24,6,0.25,3,38,163,100.3,38,0.125,0.3125,learnable,steady,38:1/8;100:1/8;163:4/8
numpy:02bcbd7e99f7b73c2abcb2726f79ea01a6bba2da,numpy,8,2,0.25,1,61,61,61.0,61,0.25,0.25,learnable,steady,61:2/8
numpy:05a88ad2aacd16f8e38a44fece6588f6ee840a32,numpy,24,6,0.25,3,21,147,84.3,21,0.25,0.25,learnable,steady,21:2/8;85:3/8;147:1/8
numpy:09fb4205a1d56090e13257a181f23514684f532b,numpy,24,6,0.25,3,25,151,88.0,25,0.125,0.3125,learnable,steady,25:1/8;88:2/8;151:3/8
numpy:36dbfa5dfd62c559dfdc4aa49bb0192df8a33abd,numpy,24,6,0.25,3,32,157,94.3,94,0.0,0.375,learnable,steady,32:0/8;94:4/8;157:2/8
numpy:42c2cbe714e9e3709018cfa46fd9f71516d1e895,numpy,24,6,0.25,3,19,145,82.3,19,0.125,0.3125,learnable,steady,19:1/8;83:2/8;145:3/8
numpy:44a4b719e49b7106560b46d373b8627ab19e7c2d,numpy,16,4,0.25,2,23,149,86.0,23,0.125,0.375,learnable,steady,23:1/8;149:3/8
numpy:4d87d909bab7a7dd4bb570444cf35d98d551668f,numpy,24,6,0.25,3,14,139,76.7,14,0.25,0.25,learnable,steady,14:2/8;77:2/8;139:2/8
numpy:52dcc5ddf7260c1e53956aec235d0ba37fe3dbdf,numpy,24,6,0.25,3,9,134,72.0,9,0.125,0.3125,learnable,steady,9:1/8;73:2/8;134:3/8
numpy:6ba48721e22622403a60b7f9d3ec5cae308ba3a9,numpy,16,4,0.25,2,59,120,89.5,59,0.25,0.25,learnable,steady,59:2/8;120:2/8
numpy:76f1edbe09f45e701544498aad2251215aa51c97,numpy,24,6,0.25,3,17,143,80.0,17,0.125,0.3125,learnable,steady,17:1/8;80:2/8;143:3/8
numpy:8525d3e30f3b57332dfd374bc64b068366126b52,numpy,24,6,0.25,3,2,127,64.7,2,0.25,0.25,learnable,steady,2:2/8;65:3/8;127:1/8
numpy:85f66400d6e02c25eb80d673a8b993af614d42b2,numpy,16,4,0.25,2,30,155,92.5,30,0.375,0.125,learnable,steady,30:3/8;155:1/8
numpy:8eccbf7df2f564e23c1bf7c9f5ee08e4b0dc6a36,numpy,24,6,0.25,3,19,145,82.0,19,0.125,0.3125,learnable,steady,19:1/8;82:4/8;145:1/8
numpy:96103d769301f9c915e23b2a233aa5634008db81,numpy,16,4,0.25,2,12,137,74.5,12,0.125,0.375,learnable,steady,12:1/8;137:3/8
numpy:a419ebb9a19be74c7ec7887eff81cf7ea0636e16,numpy,16,4,0.25,2,49,175,112.0,49,0.25,0.25,learnable,steady,49:2/8;175:2/8
numpy:b57957c639ca7c96c328003cc2436a06f8ecf9db,numpy,16,4,0.25,2,64,125,94.5,64,0.375,0.125,learnable,steady,64:3/8;125:1/8
numpy:bb1c471a299c0118d890988f4bfb7df8eca6595d,numpy,8,2,0.25,1,4,4,4.0,4,0.25,0.25,learnable,steady,4:2/8
numpy:bb46a495ee5201fb94c14776f41181343e5b7fb2,numpy,24,6,0.25,3,29,154,91.3,29,0.375,0.1875,learnable,steady,29:3/8;91:1/8;154:2/8
numpy:c01165f43068fea96722c172eb23efed4ca99763,numpy,24,6,0.25,3,36,161,98.0,36,0.375,0.1875,learnable,steady,36:3/8;97:1/8;161:2/8
numpy:c49821c55b45574cd7d5300ddd4a83f12fcaa7e0,numpy,24,6,0.25,3,7,132,70.0,7,0.5,0.125,learnable,steady,7:4/8;71:1/8;132:1/8
numpy:e30cc8e1148523b270fb5884d3743e5968ed3cb1,numpy,24,6,0.25,3,37,162,99.0,37,0.25,0.25,learnable,steady,37:2/8;98:3/8;162:1/8
numpy:ed300480512029be7fbd031251a280964341acfe,numpy,16,4,0.25,2,116,181,148.5,116,0.125,0.375,learnable,steady,116:1/8;181:3/8
numpy:f107d38b0513290307fa83dccebfe7db897d87b4,numpy,24,6,0.25,3,53,179,115.7,53,0.125,0.3125,learnable,steady,53:1/8;115:1/8;179:4/8
